part_number,manufacturer,description,category,product_name,image_url,featured
6SL3054-0EF01-1BA0,Siemens,,,,,
6SL3310-1UE32-1AA0,Siemens,,,,,
6AV7872-0BE20-1AC0,Siemens,,,,,
6GT2891-4KH50-0AX0,Siemens,,,,,
6AV7801-0AA00-1AA0,Siemens,,,,,
6DS1820-8AA,Siemens,,,,,
6RA8090-6GS22-0AA0-Z,Siemens,,,,,
6SG6310-2CA15-Z,Siemens,,,,,
6ES7647-5AE20-2KX0,Siemens,,,,,
6ES5451-2CA11,Siemens,,,,,
6AV7410-0AB00-0MB0,Siemens,,,,,
6RA8222-1UB0,Siemens,,,,,
6SL3130-6AE21-0AB1,Siemens,,,,,
6EP1931-2FC01,Siemens,,,,,
6ES7711-1CA35-3LB1,Siemens,,,,,
6SE7031-2ES87-1FG1,Siemens,,,,,
6AB7000-7AA,Siemens,,,,,
8WA1202,Siemens,,,,,
C79458-L2346-A1,Siemens,,,,,
6ES7194-4GB20-0AA0,Siemens,,,,,
6AV6643-5CD00-0FA0,Siemens,,,,,
6GK7142-7BX00-0AX0,Siemens,,,,,
M08221-D1323,Siemens,,,,,
6SE7018-0EP50-Z,Siemens,,,,,
6AV7240-3DB05-0PA0,Siemens,,,,,
6BK1700-2BA20-0AA0,Siemens,,,,,
6GT2690-0AD00,Siemens,,,,,
6SN1118-0AA11-0AA0,Siemens,,,,,
6AV7240-3DC04-0PE0,Siemens,,,,,
6ES7713-1BB10-0AB2,Siemens,,,,,
6DP1531-8AA,Siemens,,,,,
3VL9200-4WC30,Siemens,,,,,
6SN1118-0DJ21-0AA1,Siemens,,,,,
6RA2223-8DV71,Siemens,,,,,
6FX2001-5VD25-0AA0,Siemens,,,,,
6AV6647-0AG11-3AX0,Siemens,,,,,
6BK1700-0BA00-0AA1,Siemens,,,,,
6AV7885-5AD21-1DA8,Siemens,,,,,
6AV7615-0AB10-0AJ0,Siemens,,,,,
6AG3400-1AC00-0AA0,Siemens,,,,,
6AV3971-1CA03-0DA0,Siemens,,,,,
6AV6545-8DB10-0AA0,Siemens,,,,,
6ES5581-1LA11,Siemens,,,,,
6MD1021-0BA00,Siemens,,,,,
6ES7194-2LH10-1AA0,Siemens,,,,,
6FM1496-4DA22,Siemens,,,,,
6AV7803-0BA20-1AC0,Siemens,,,,,
C79199-A3003-B819,Siemens,,,,,
6ES7750-2DA31-3HB4,Siemens,,,,,
6SY8102-0LA03,Siemens,,,,,
6AV7873-1BC30-1AC0,Siemens,,,,,
6AV7822-0AB10-0AC0,Siemens,,,,,
6FC9301-0EC20,Siemens,,,,,
6AJ6115-0AA,Siemens,,,,,
6ES7823-0FE00-1AA0,Siemens,,,,,
6AV7884-0AE10-3BL0,Siemens,,,,,
6AG1516-3AP03-7AB0,Siemens,,,,,
6SL4113-0JA20-2BF0,Siemens,,,,,
6AV7614-0AA20-0CH0,Siemens,,,,,
6AV8100-0BA00-1AA1,Siemens,,,,,
6SE7021-8TB31-Z,Siemens,,,,,
PC670/870K12W/USB,Siemens,,,,,
6SL3720-1TX41-2AA3,Siemens,,,,,
6SE7023-4EC87-1FC0-Z,Siemens,,,,,
6ES7643-6CT12-0DX0,Siemens,,,,,
3SF7214-3JQ00,Siemens,,,,,
6AV7884-5AA20-0AA0,Siemens,,,,,
A5E00172179,Siemens,,,,,
6ES7647-6PD36-0JX0,Siemens,,,,,
6AV7240-3BD07-6KA0,Siemens,,,,,
6ES7647-2EE10-0DX1,Siemens,,,,,
6RA7095-4LS22-0-Z,Siemens,,,,,
6SE7031-8EF30-Z,Siemens,,,,,
6ES5715-0BF00,Siemens,,,,,
6SE7021-8EB61-1AA1,Siemens,,,,,
6AV7611-0AB13-0CF0,Siemens,,,,,
6AV7723-1AA40-0AF0,Siemens,,,,,
3RW4036-1TB05,Siemens,,,,,
6ES7332-5HD00-0AB0,Siemens,,,,,
6AV7240-3DC06-4KA0,Siemens,,,,,
6AV7812-0BB10-2AC0,Siemens,,,,,
6ES7133-1JH00-0XB0,Siemens,,,,,
6AV3607-7JC20-1AQ0,Siemens,,,,,
6AG1138-6DB00-2BB1,Siemens,,,,,
6AG1405-0KR02-7AA0,Siemens,,,,,
6AV7615-0AF10-0AE0,Siemens,,,,,
6AV7615-0AE20-0AJ0,Siemens,,,,,
6ES5955-3LF44,Siemens,,,,,
3TH8013-0B,Siemens,,,,,
6FX1130-5BA10,Siemens,,,,,
6AV7880-0AA12-0AA2,Siemens,,,,,
6AV7893-0AB00-1AB0,Siemens,,,,,
3RK1904-3AB01,Siemens,,,,,
6GK5224-4GS00-2FC2,Siemens,,,,,
6ES7214-1BD23-0XB8,Siemens,,,,,
6ES7231-7PB20-0XA0,Siemens,,,,,
6EP8090-0CA00,Siemens,,,,,
6AV7466-7TB01-0AA0,Siemens,,,,,
6FX1192-4AA00,Siemens,,,,,
6AG4112-1GB28-0BX0,Siemens,,,,,
6AV7614-0AE10-0CG0,Siemens,,,,,
6SL3210-5FB10-2UF2,Siemens,,,,,
6ES7211-1HE31-0XB0,Siemens,,,,,
6ES7921-5CH20-0AA0,Siemens,,,,,
6SE7035-1TJ50-1AA0,Siemens,,,,,
6FX5002-2DC00-1AC0,Siemens,,,,,
6EW1160-5AC,Siemens,,,,,
6ES7646-0BC20-0AA0,Siemens,,,,,
6ES7647-7BJ20-2AM0,Siemens,,,,,
6AV7612-0AF10-0CH0,Siemens,,,,,
6SL3000-0BG32-5AA0,Siemens,,,,,
6NH9821-0BC11,Siemens,,,,,
6AV7800-0AA00-0AC0,Siemens,,,,,
6AV7822-0AB10-2AC0,Siemens,,,,,
6DD1660-0AJ0,Siemens,,,,,
6ES7716-0AA03-0BA3,Siemens,,,,,
6SL3000-0BE28-0DA0,Siemens,,,,,
6SE7031-3FB87-2DA1-Z,Siemens,,,,,
6PC3607-1BC,Siemens,,,,,
6AV7240-0AC07-0HA0,Siemens,,,,,
6AV7843-0AC10-0DB0,Siemens,,,,,
6AV7885-3AA10-1DA3,Siemens,,,,,
6AG1414-4HM14-4AB0,Siemens,,,,,
6ES7740-1AA00-0YA0,Siemens,,,,,
6SL3210-1KE22-6AB1,Siemens,,,,,
6ES7676-4BA00-0CA0,Siemens,,,,,
6RA2124-6DS20-0,Siemens,,,,,
3RK1301-0BB10-0AA3,Siemens,,,,,
6AV7614-0AA22-0CH0,Siemens,,,,,
6AR1303-0HH00-0AA0,Siemens,,,,,
6AG1591-1BA02-2AA0,Siemens,,,,,
6SN1124-1AA00-0DA1,Siemens,,,,,
A5E03461436,Siemens,,,,,
6EP3346-7SB00-3AX0,Siemens,,,,,
6FX2006-1BG11,Siemens,,,,,
6XV1801-6DH20,Siemens,,,,,
6DM1001-6WB00-0,Siemens,,,,,
6AV7803-1AA12-1AC0,Siemens,,,,,
6ES7647-6BB26-0HX1,Siemens,,,,,
6AV7468-0FA00-0BK0,Siemens,,,,,
6AV8101-3BB00-0BA1,Siemens,,,,,
6ES7643-7DB31-0XX0,Siemens,,,,,
6SE6440-2UC31-8EA1,Siemens,,,,,
6GT2399-1AF00,Siemens,,,,,
6AV7733-1AA02-0AE0,Siemens,,,,,
3RK1205-0CQ00-0AA3,Siemens,,,,,
6FX8012-5DN56-1BE0,Siemens,,,,,
3VF9420-1AB00,Siemens,,,,,
6ES7647-6BD21-0BB0,Siemens,,,,,
6ES7715-1CC24-0AB1,Siemens,,,,,
C98043-A1200-L12-D3,Siemens,,,,,
6SE9612-0BF50,Siemens,,,,,
6ES7313-5BF03-4YB0,Siemens,,,,,
6ES7713-0AA05-0AC4,Siemens,,,,,
6AV7613-0AB22-0BE0,Siemens,,,,,
6FH9405-3AX88-0AX0,Siemens,,,,,
C79451-A3221-B56,Siemens,,,,,
6ES7715-1BB20-0CB3,Siemens,,,,,
6XV1440-4BN25,Siemens,,,,,
6ES7717-0AB00-0AC2,Siemens,,,,,
6RA8081-6GV62-0AA0-Z,Siemens,,,,,
6FC3887-2KA-Z,Siemens,,,,,
6ES5710-0SA11,Siemens,,,,,
6AV7853-0AH20-1AA0,Siemens,,,,,
A5E00187296,Siemens,,,,,
6ES7647-8BA14-0LA3,Siemens,,,,,
6AG2155-6AU01-4BN0,Siemens,,,,,
3RA2921-2AA00,Siemens,,,,,
6AV7614-0AB30-0BH0,Siemens,,,,,
6EV2300-4AK00,Siemens,,,,,
6AV7615-0AA22-0AH0,Siemens,,,,,
6AV7802-0BB22-1AB0,Siemens,,,,,
6ES7921-3AH00-1AA0,Siemens,,,,,
6AV2124-0MC24-0AX0,Siemens,,,,,
6SL3517-1BE21-0AM0,Siemens,,,,,
3NW7131,Siemens,,,,,
E53290-A2610-S1B,Siemens,,,,,
6SN1118-0NJ01-0AA0,Siemens,,,,,
6AG1961-2BA41-7AA0,Siemens,,,,,
6ES7717-1CA01-0AC1,Siemens,,,,,
6ES5816-1BB11,Siemens,,,,,
6AV2128-3UB57-1BX0,Siemens,,,,,
6SL4113-0JP18-0BF0,Siemens,,,,,
6GT2003-0AA10,Siemens,,,,,
6AV7614-0AB32-0BG0,Siemens,,,,,
6SE7031-5EF60,Siemens,,,,,
6ES7716-2DA11-0CB4,Siemens,,,,,
6ES7711-1DA21-1FC0,Siemens,,,,,
C98130-A1155-B21-3-7,Siemens,,,,,
E53128-A17-M188,Siemens,,,,,
6FC5450-2AY01-4AH3,Siemens,,,,,
6AG4131-3GD10-1AA0,Siemens,,,,,
6SL4113-2CA21-2FF0,Siemens,,,,,
6GT2821-2AC32,Siemens,,,,,
6ES7718-1CC04-0AC2,Siemens,,,,,
6AV7240-0BK07-0HA3,Siemens,,,,,
6FK1201-8BA,Siemens,,,,,
6RA2487-6GS22-0,Siemens,,,,,
6SL3214-3AE22-2AB0,Siemens,,,,,
6FC9320-3KA01,Siemens,,,,,
6SE7035-7UK60,Siemens,,,,,
6SE7031-3UG60,Siemens,,,,,
6ES5421-5AA11,Siemens,,,,,
6SL3126-2TE21-0AA4,Siemens,,,,,
6SL3210-5BE31-5CV0,Siemens,,,,,
6AG1221-1BH22-2XA0,Siemens,,,,,
6FX1111-0AN02,Siemens,,,,,
6SL4113-0JQ18-0BF0,Siemens,,,,,
6AG4011-2DB13-1XX0,Siemens,,,,,
6EP3446-7SB00-3AP0,Siemens,,,,,
6AV7614-0AF12-0BH0,Siemens,,,,,
6GK5786-2FC00-0AA0,Siemens,,,,,
6GK5324-4GG10-2ER2,Siemens,,,,,
6SE7033-2TG50,Siemens,,,,,
6AG1500-0JP00-4AA0,Siemens,,,,,
6AV7883-7AE20-4EY0,Siemens,,,,,
6AV7240-4DL37-2HA0,Siemens,,,,,
6AV7612-0AE22-0AG0,Siemens,,,,,
6ES7713-1BB15-0AF4,Siemens,,,,,
6ES7221-1JF00-0XA0,Siemens,,,,,
6AV7893-0AA00-1AC0,Siemens,,,,,
C8451-A12-A81,Siemens,,,,,
6SN1123-1AB00-0AA2,Siemens,,,,,
4EU2721-0CA00,Siemens,,,,,
6AV7614-0AE22-0BH0,Siemens,,,,,
6FC5203-0AB50-0AA2,Siemens,,,,,
6AV7240-4BC40-0AA0,Siemens,,,,,
6ES7675-1CK30-0DD0,Siemens,,,,,
6SN1123-1AB00-0CA1,Siemens,,,,,
6ES5955-3LF11,Siemens,,,,,
6AV8101-3CB00-0DA1,Siemens,,,,,
6AV7885-0AL10-1GA1,Siemens,,,,,
6SE7031-0TE50,Siemens,,,,,
6AV7884-2AB27-3BA0,Siemens,,,,,
6AV7200-4AB01-0AA0,Siemens,,,,,
6RX1700-0AD00,Siemens,,,,,
6SE6440-2AC24-0CA0,Siemens,,,,,
6ES7650-0NG17-0YA0,Siemens,,,,,
6FC3481-0AA-Z,Siemens,,,,,
6AV7872-0BC22-1AC0,Siemens,,,,,
6AV7615-0AB20-0CJ0,Siemens,,,,,
6AG1052-2HB00-2BY5,Siemens,,,,,
3RG4022-0AG33,Siemens,,,,,
6SL3223-0DE31-1AA0,Siemens,,,,,
6SE1245-2AB02,Siemens,,,,,
6ES7647-7BK30-0AX0,Siemens,,,,,
6AV7614-0AF22-0AF0,Siemens,,,,,
6FX5002-2EQ10-1AE0,Siemens,,,,,
6SL3462-1CC00-0AA0,Siemens,,,,,
6FC5250-3AX10-5AH0,Siemens,,,,,
6SE7036-0TJ60,Siemens,,,,,
6ES7923-0BE00-0CB0,Siemens,,,,,
6SE3111-5BA40,Siemens,,,,,
6GT2391-0AH30,Siemens,,,,,
A5E03674773,Siemens,,,,,
7ML1115-0BA30,Siemens,,,,,
6AV7802-0BC01-2AC0,Siemens,,,,,
6AV7615-0AB32-0AG0,Siemens,,,,,
6AV7200-5DA02-0AA0-Z,Siemens,,,,,
BD2-AK3X/GS00,Siemens,,,,,
6RA8075-6DS22-0AP0,Siemens,,,,,
6ES7326-2BF00-0AB0,Siemens,,,,,
6SE7027-2ED10,Siemens,,,,,
6AV7674-1LB15-0AA0,Siemens,,,,,
E89120-B1737-L1,Siemens,,,,,
4AP4243-8CB,Siemens,,,,,
6DD1681-0AE2,Siemens,,,,,
6SL3720-1TG32-6AA3,Siemens,,,,,
6AV7285-6HA00-0AA0,Siemens,,,,,
6GK5204-0BA00-2BF2,Siemens,,,,,
A5E02841900,Siemens,,,,,
C71458-A4737-A3,Siemens,,,,,
6SE7021-8TB21,Siemens,,,,,
6AV7894-0CH10-1AB0,Siemens,,,,,
6AV2128-3MB27-0BX0,Siemens,,,,,
6AV7894-0HA10-1AA0,Siemens,,,,,
6AG1222-1BH30-4XB0,Siemens,,,,,
6SL3210-5FE17-0UF0,Siemens,,,,,
6ES7193-8MA00-0AA0,Siemens,,,,,
7ML1118-3EA30,Siemens,,,,,
6EP4133-0GD00-0AY0,Siemens,,,,,
6AG4141-5BG57-0FA0,Siemens,,,,,
6AV7894-0HH32-0AC0,Siemens,,,,,
5203000-E539U,Siemens,,,,,
6AG4141-5BB34-0JA0,Siemens,,,,,
6SN1123-1AB00-0CA0,Siemens,,,,,
6SL3352-1AE41-0DA1,Siemens,,,,,
6SL4113-0JP10-0BF0,Siemens,,,,,
6FM1723-3CA10,Siemens,,,,,
6ES7960-1FE00-0AA5,Siemens,,,,,
6AV8100-1CA00-0AA1,Siemens,,,,,
6ES7642-2AB00,Siemens,,,,,
6SL3210-1KE13-2UC0,Siemens,,,,,
A5E00304764,Siemens,,,,,
6SL3130-1TE31-0AA0,Siemens,,,,,
S54400C29A4,Siemens,,,,,
6AV7892-0AE02-1AB0,Siemens,,,,,
6EP1334-1AL11,Siemens,,,,,
6SL3352-1AE37-5BA1,Siemens,,,,,
6ES7675-1DB30-6AM0,Siemens,,,,,
6AG2132-6FD00-4CU0,Siemens,,,,,
C79458-L14-A1,Siemens,,,,,
6SL3060-4AW00-0AA0,Siemens,,,,,
LMV51.100C2,Siemens,,,,,
S22511-B84-A200,Siemens,,,,,
6AV7611-0AB30-0CE0,Siemens,,,,,
C98043-A1051-L115,Siemens,,,,,
6ES7643-8BG21-1BX0,Siemens,,,,,
6ES7645-3EA10-0AA0,Siemens,,,,,
6SL3200-0SK06-0AA0,Siemens,,,,,
3RK1308-0AB00-0CP0,Siemens,,,,,
6AV7882-0BA10-7CA0,Siemens,,,,,
6AG1055-1NB10-7BA2,Siemens,,,,,
6AV7881-2AE00-8DF0,Siemens,,,,,
6ES7922-5BC50-0AB0,Siemens,,,,,
6SL3730-6TG38-8AU3,Siemens,,,,,
6SL3352-1AG34-1CA1,Siemens,,,,,
6SL3210-1KE17-5AC1,Siemens,,,,,
AMS-M431-A5-6,Siemens,,,,,
6SL3255-0AA00-4JA1,Siemens,,,,,
6AV2104-0FA02-0AA0,Siemens,,,,,
6ES5310-5AA11,Siemens,,,,,
3SE5162-0CH01,Siemens,,,,,
6AG4131-2FM30-1BX6,Siemens,,,,,
6AV7260-4BJ11-0EX0,Siemens,,,,,
6ES7421-5EH00-0AA0,Siemens,,,,,
6AV7884-0AH20-4EL0,Siemens,,,,,
6AV7803-0AA00-0AB0,Siemens,,,,,
6SL3500-0XE50-5FA0,Siemens,,,,,
6AV7614-0AA30-0CJ0,Siemens,,,,,
6SE6440-2UD23-0BA1,Siemens,,,,,
6SE9113-7JA13,Siemens,,,,,
6SL3730-1TE41-5BA3,Siemens,,,,,
6AV7881-1AF00-8DR0,Siemens,,,,,
6SE7031-0TE70-1AA1,Siemens,,,,,
6AV7612-0AB13-0AG0,Siemens,,,,,
6AV7241-1LB05-0FF0,Siemens,,,,,
3RA1110-1KF15-1AB0,Siemens,,,,,
6ES7591-3AA00-0AA0,Siemens,,,,,
6ED1055-1CB00-0BA0,Siemens,,,,,
JJY:023454020001,Siemens,,,,,
6AV7260-0DA10-0BX0,Siemens,,,,,
6AV2103-0AA03-0AA7,Siemens,,,,,
3SE5322-0SL21-1AJ0,Siemens,,,,,
6SL4113-0JA10-0FF0,Siemens,,,,,
6SL5610-1BB11-0AF0,Siemens,,,,,
E53153-A895,Siemens,,,,,
6ES7645-1DK40-0AE0,Siemens,,,,,
6AV8101-2CA00-0BA0,Siemens,,,,,
6AV7611-0AB22-0BG0,Siemens,,,,,
E88430-A3707-L1,Siemens,,,,,
6AV7875-0AE50-1BC0,Siemens,,,,,
9AB4143-0WA71,Siemens,,,,,
6AV7611-0AB22-0CE0,Siemens,,,,,
6AV7724-2BC10-0AG0,Siemens,,,,,
7VR52ZFE,Siemens,,,,,
6ES7134-4JD00-0AB0,Siemens,,,,,
6AV7885-2AA10-1DA2,Siemens,,,,,
6ES5432-6AA12,Siemens,,,,,
6AG2515-2FN03-4AB0,Siemens,,,,,
6AG4104-2CA01-0XX0,Siemens,,,,,
6AV7611-0AF32-0AE0,Siemens,,,,,
6SE1200-1GA10-3,Siemens,,,,,
6SE6420-2UD22-2BA1,Siemens,,,,,
6SL3330-7TG41-0AA4,Siemens,,,,,
6DP1210-8AC,Siemens,,,,,
6GK5216-0HA00-2AS6,Siemens,,,,,
6AV7885-2AA11-1DA7,Siemens,,,,,
6SE7026-0TP70,Siemens,,,,,
6AV7851-0BA10-2BB1,Siemens,,,,,
6EP1311-1SH13,Siemens,,,,,
6AV7613-0AE20-0CG0,Siemens,,,,,
6SL4112-0JA18-0BF0,Siemens,,,,,
6AV7611-0AF20-0BE0,Siemens,,,,,
6AV7883-6AH30-8GA0,Siemens,,,,,
6SE7031-5HG80-1AA1-Z,Siemens,,,,,
6ES7660-1CA18-0AA0,Siemens,,,,,
6AV7615-0AB22-0CE0,Siemens,,,,,
6EP1935-6MF01,Siemens,,,,,
6ES7647-6BA10-0XF0,Siemens,,,,,
6ES7212-1BB23-0XB0,Siemens,,,,,
6ES7647-6BB16-0AF0,Siemens,,,,,
6GF1710-2AA,Siemens,,,,,
6GK5874-2AA00-2AA2,Siemens,,,,,
6ES7194-4AK00-0AA0,Siemens,,,,,
A5E00109780,Siemens,,,,,
3RK1301-0KB00-1AA0,Siemens,,,,,
6SE6400-4BD22-2EA0,Siemens,,,,,
6AG4012-0AA11-0XX0,Siemens,,,,,
5896803,Siemens,,,,,
6FX1821-0AX02,Siemens,,,,,
6ES5955-3NF41,Siemens,,,,,
6SE7021-8TP50-Z,Siemens,,,,,
7MH4138-6BA00-0CU0,Siemens,,,,,
6AV7894-0AD12-1AB0,Siemens,,,,,
G33962-N9718-H2-G,Siemens,,,,,
6AJ5110-0AB70,Siemens,,,,,
6EV1354-5AK,Siemens,,,,,
6ES7677-2FA41-0FK0,Siemens,,,,,
6RA8090-6GV62-0AA0-Z,Siemens,,,,,
6GK5204-2BB10-2CA2,Siemens,,,,,
6ES7712-1BB10-0AA4,Siemens,,,,,
6ES7751-0EA24-0LB3,Siemens,,,,,
3SE3750-6XX00,Siemens,,,,,
6AV7843-0AF10-0VB0,Siemens,,,,,
6AV7884-0AB10-3BA0,Siemens,,,,,
6AV7893-0AH30-1AC0,Siemens,,,,,
6AV7723-2BC10-0AC0,Siemens,,,,,
6AV7613-0AA20-0BJ0,Siemens,,,,,
6SL3310-1GH31-0AA0,Siemens,,,,,
6ES7718-1AA10-0AA0,Siemens,,,,,
6AV7672-2AA00-0AA0,Siemens,,,,,
6EW1860-8BA,Siemens,,,,,
6FX1122-2AC02,Siemens,,,,,
6DS1117-8AA,Siemens,,,,,
6FC5110-0BB02-0AA1,Siemens,,,,,
6ES5345-0LA11,Siemens,,,,,
6FK5249-8DA,Siemens,,,,,
6ES5470-8MC12,Siemens,,,,,
3RT1046-1AF04,Siemens,,,,,
6SL3111-3VE22-0HA1,Siemens,,,,,
6AV7892-0BB10-0AA0,Siemens,,,,,
6FC9340-8LM,Siemens,,,,,
6DD1610-0AG6,Siemens,,,,,
6AG1105-2AA10-4AA0,Siemens,,,,,
6SL4112-0CA20-0FF0,Siemens,,,,,
6AG1215-1AG31-2XB0,Siemens,,,,,
6ES7793-2AA01-0AA0,Siemens,,,,,
C79458-L121-A1,Siemens,,,,,
6AG1510-1DJ00-2AB0,Siemens,,,,,
6SE9621-1DD10,Siemens,,,,,
6AV7884-1AE20-7BM0,Siemens,,,,,
6ES7710-5AA53-4LB4,Siemens,,,,,
6AV7884-2AA20-4BE0,Siemens,,,,,
6ES5491-0LC11,Siemens,,,,,
6DD3440-0AB0,Siemens,,,,,
6ES7675-1CB20-0DE0,Siemens,,,,,
ARB99-P4G12-3A,Siemens,,,,,
6ES7193-6LA10-0AG0,Siemens,,,,,
6ND2226-4PA1,Siemens,,,,,
6SL3202-0AE28-8SA0,Siemens,,,,,
6SE7035-1EJ80,Siemens,,,,,
6AV7892-0BG10-1AC0,Siemens,,,,,
6AG1131-6BH01-7BA0,Siemens,,,,,
6ES7676-4BA00-0CE0,Siemens,,,,,
6FX1134-2BC01,Siemens,,,,,
6RA2223-8DV70,Siemens,,,,,
6QN3004-5AD,Siemens,,,,,
A5E00318450,Siemens,,,,,
J31043-A4469-L1,Siemens,,,,,
6SL3210-1PE21-4UL0,Siemens,,,,,
6SL3214-3AE24-0UB0,Siemens,,,,,
6SL3220-3YE38-0AB0,Siemens,,,,,
6ES7400-0HR02-4AB0,Siemens,,,,,
6GK1905-0CB00,Siemens,,,,,
6ES5998-0MA23,Siemens,,,,,
6AG4140-3BL04-0DB0,Siemens,,,,,
6FC5357-0BB33-0AE2,Siemens,,,,,
6RA8028-6DS22-0AP0-Z,Siemens,,,,,
6AG4114-1KP22-1BX1,Siemens,,,,,
6ES7716-2CA10-0EA0,Siemens,,,,,
6GK1901-1BB50-0AA0,Siemens,,,,,
6SE7041-3FK85-1AA0,Siemens,,,,,
6SC6101-3B-Z,Siemens,,,,,
6ES7647-6AE40-0FK0,Siemens,,,,,
6ES7647-6AD25-0AK0,Siemens,,,,,
6EA1710-0AA00-1AA1,Siemens,,,,,
A5E00104795-CPT,Siemens,,,,,
6ES7214-1BE30-0XB0,Siemens,,,,,
6AV7614-0AA30-0BJ0,Siemens,,,,,
6AV7884-1AB20-3EA0,Siemens,,,,,
6SN1111-0AA01-1CA1,Siemens,,,,,
6ED1052-1BB00-0BA1,Siemens,,,,,
C71458-A6406-A14,Siemens,,,,,
6SE7022-1EP50,Siemens,,,,,
6FC5851-1XG41-6YA8,Siemens,,,,,
6AV7872-0BE30-0AA0,Siemens,,,,,
6SE7032-1WG60-Z,Siemens,,,,,
6AV7240-3DC04-0HE0,Siemens,,,,,
6DD2920-0AW1,Siemens,,,,,
3RK1304-0HS00-7AA0,Siemens,,,,,
3RW4038-2TB04,Siemens,,,,,
6EP1352-1SH03,Siemens,,,,,
6AG4104-2AA21-0BX0,Siemens,,,,,
6AV6381-2CA07-5AH0,Siemens,,,,,
6SL5120-1UE23-0AD0,Siemens,,,,,
6AR1001-7AM33-0AA0,Siemens,,,,,
6AV2144-8QC10-0AA0,Siemens,,,,,
3RK1301-0CB13-0AA4,Siemens,,,,,
6AV7884-2AA20-4EY0,Siemens,,,,,
6EP3334-3SB00-0AX0,Siemens,,,,,
6AV7884-5AB10-3BE0,Siemens,,,,,
6SL3054-0FC31-1BA0-Z,Siemens,,,,,
7MF1564-3BG00-1CA1,Siemens,,,,,
6AV7613-0AE22-0BH0,Siemens,,,,,
6AV7894-0AB10-1AB0,Siemens,,,,,
6SL4113-0JP27-2AF0,Siemens,,,,,
6RA7018-6FV62-0,Siemens,,,,,
6SL3210-5FB12-0UF0,Siemens,,,,,
6ES7715-1CC24-0AB0,Siemens,,,,,
6RB2190-0FB00,Siemens,,,,,
6SE7028-0UF60-1AA1,Siemens,,,,,
6SL3211-1PE27-5AL0,Siemens,,,,,
6SL4112-0JQ10-0BF0,Siemens,,,,,
6SL3210-1KE15-8UB0,Siemens,,,,,
6AV7612-0AA32-0CJ0,Siemens,,,,,
6AV7884-5AH12-3BL0,Siemens,,,,,
6SN1123-1AA00-0FA0,Siemens,,,,,
6SL3300-7TG41-3AA0,Siemens,,,,,
6ES7650-1AF51-2XX0,Siemens,,,,,
A5E02040182,Siemens,,,,,
6ES7151-1CA00-3BL0,Siemens,,,,,
6ES7964-2AA00-0AC0,Siemens,,,,,
C71458-A4744-A1,Siemens,,,,,
6EV2200-5FC,Siemens,,,,,
6FC5250-5AX20-2AH0,Siemens,,,,,
6AV7611-0AA12-0CG0,Siemens,,,,,
FC500/A00,Siemens,,,,,
6AG4114-1GT42-0BX1,Siemens,,,,,
6BK1700-4BA80-0AA0,Siemens,,,,,
6SL3225-0BE31-8UA0,Siemens,,,,,
6RX1240-0AD78,Siemens,,,,,
6SL3225-0BE33-7UA1,Siemens,,,,,
6FX2002-1DC00-1AB5,Siemens,,,,,
6AG4131-2HA21-0CX0,Siemens,,,,,
6SE9112-6BA53,Siemens,,,,,
6SE7024-1EB85-0AA0-Z,Siemens,,,,,
6FX1808-3BX02,Siemens,,,,,
6AG1135-6HB00-7CA1,Siemens,,,,,
6ES5866-0MA11,Siemens,,,,,
6AV7892-0AB10-0AB0,Siemens,,,,,
6ES7715-1EE23-0AD1,Siemens,,,,,
6ES7715-1EE20-0BD3,Siemens,,,,,
6AV7853-0AE20-1AA0,Siemens,,,,,
6AV7725-1AA00-0AG0,Siemens,,,,,
7NG3090-8EK,Siemens,,,,,
A5E00102475,Siemens,,,,,
6SE7026-6FE80-1AA1,Siemens,,,,,
6AG1134-4GD00-2AB0,Siemens,,,,,
6AV7803-1AA10-1AC0,Siemens,,,,,
6ES7141-5AH00-0BL0,Siemens,,,,,
6RA2116-6DS20-0B,Siemens,,,,,
6ES7710-1CA10-1FB0,Siemens,,,,,
6AV7802-0BB00-1AC0,Siemens,,,,,
6SL3054-0FC01-1BA0,Siemens,,,,,
6FX2007-1AC03,Siemens,,,,,
6SL4113-0JQ23-2AF0,Siemens,,,,,
6ES7647-6CB00-0BA0,Siemens,,,,,
6AV6381-2BN07-5AX0,Siemens,,,,,
6GK5208-0GA00-2FC2,Siemens,,,,,
6AG4140-3BL03-0DA0,Siemens,,,,,
6FM1463-3SA20,Siemens,,,,,
6GT2500-5CE10,Siemens,,,,,
3RK1207-1BQ40-0AA3,Siemens,,,,,
6SY7000-0AC76,Siemens,,,,,
6GT2811-6BC10-0AA0,Siemens,,,,,
6ES7716-1CA10-0BB3,Siemens,,,,,
6SE7032-1TG50-Z,Siemens,,,,,
6AG1214-1BG40-4XB0,Siemens,,,,,
6SE6440-2UE27-5CA0,Siemens,,,,,
6ES7647-6BB16-0VF0,Siemens,,,,,
C79458-L113-A3,Siemens,,,,,
6AV2148-8UB00-1AA0,Siemens,,,,,
6SL3400-1AE31-0AA1,Siemens,,,,,
6GK1241-3SA00,Siemens,,,,,
6AV7240-3DB06-0PA0,Siemens,,,,,
6ES7650-0NH16-0YX0,Siemens,,,,,
6ES7197-1LA04-0XA0,Siemens,,,,,
PC677/877K15G/USB,Siemens,,,,,
6ES7132-4BD50-0AA0,Siemens,,,,,
6AV7615-0AB12-0AG0,Siemens,,,,,
